car_id,model,price,depreciation,mileage,road_tax,deregistration_value,coe,curb_weight,power,features,accessories,descriptions,age_of_car,years_since_launch,transmission_Auto,transmission_Manual,number_of_owner_More than 6,types_Hatchback,types_Luxury Sedan,types_MPV,types_Mid-Sized Sedan,types_SUV,types_Sports Car,types_Stationwagon,types_Truck,types_Van
1,Alfa Romeo 159 2.2A JTS Selespeed ,92800.0,12030.0,84721.0,1880.0,31389.0,40714.0,1490.0,136.0,"Features Alfa Romeo's 2.2L 182bhp 230nm engine. 6-speed selespeed auto, 8 x airbags, engine push start stop, auto headlights, cruise control. View specs of the Alfa Romeo 159 (2005-2012)",Accessories Factory fitted audio and black leather electrical seats. Auto light sensors and side retractable mirror. Novitec exhaust with original certificate.,"Description 2 owners, only 84721km done. Original paint since day 1. Fully serviced and maintained by agent Euro automobile. STA/ workshop inspection welcomed. $0 downpayment/100% in house/bank loan welcomed with guaranteed loan approval at the lowest interest. Trade in welcome. Call us to view and test drive this beauty at our showroom.",12.287806738920727,13.0,1,0,0,0,1,0,0,0,0,0,0,0
2,Alfa Romeo 4C Coupe 1.8T,288000.0,128430.0,33888.0,910.0,71597.0,70890.0,920.0,177.0,Features 1.75L Inline 4 Cylinder Turbocharged Engine Producing 240Bhp. 6 Speed Dual Clutch Transmission. 0-100km/h In 4.5s. Full Carbon Tub. Lightweight 900kg. View specs of the Alfa Romeo 4C (2014-2016),Accessories Novitec Coilovers. GMS Turbo Intercooler Pipe. GMS Engine Mount. GMS Front Camber/Caster. GMS Rear Sport Arms. Tarox Brake Disc/Pads. Etc.,"Description Only 2 Units In SG. Launch Edition With Exposed Carbon Headlamps. Lots Of Added On Parts To Improve Performance And Drivability. Very Raw Driving Experience And Beautiful Aural Tone From Intake And Exhaust. Carbon Diffuser, Carbon Air Scoops, Carbon Front Grille Trims. Carbon Door Handles. Make An Appointment Now To View!",8.18369714987963,9.0,1,0,0,0,0,0,0,0,1,0,0,0
3,Alfa Romeo Giulia 2.0A Veloce,123800.0,19960.0,90000.0,1208.0,72122.0,50000.0,1504.0,206.0,Features Powered by a 2.0l turbocharged veloce engine. Mated to an 8 speed ZF transmission. 278hp and 400nm of torque. 0 - 100km/hr in 5.2s. RWD. View specs of the Alfa Romeo Giulia (2017-2019),"Accessories Keyless entry,start/stop,paddle shifters,harmon kardon sound theatre,8.8"" touch display, carplay/android compatible,lane assist,blind spot monitoring.","Description Full servicing record with agent since day 1. Excellent condition. 100% accident free. Like new. Shelter parked. Highest trade-in. Standard/high bank loan, in house loan. 100% loan available. 1 day loan approval. Test drive at balestier office.",5.600135506044013,6.0,1,0,0,0,0,0,0,0,1,0,0,0
4,Alfa Romeo Giulietta 1.4A Turbo ,86800.0,9690.0,136545.0,669.0,53018.0,59179.0,1310.0,125.0,Features Sporty and classy Italian 5d hatchback with large boot space. Powered by reliable 1.4l multiair turbocharged engine producing 167bhp. View specs of the Alfa Romeo Giulietta (2012-2020),"Accessories Alfa Romeo 4 pots front BBK. Alfa Romeo horse shoe rims. Eibach Lowering springs. Air intake system, Turbo Swoosh","Description Full Agent Service! Well Maintain By Meticulous Owner! Owner Second Car, Under Utilise! Below 10k Depre! 20k Worth of Wear and Tear Parts replaced recently. New Coilpack and Spark plugs too. New paintwork. Strictly by Appointment! Flexible Loans Available!",10.641231396454973,11.0,1,0,0,1,0,0,0,0,0,0,0,0
5,Alfa Romeo Stelvio 2.0A Veloce,243800.0,25020.0,7800.0,1208.0,95082.0,58089.0,1755.0,206.0,"Features 2.0L 4cyl Turbocharged Engine, 280bhp, 400nm of Torque, 5.7s 0-100km/h. Top Speed of 230km/h, Alfa DNA Drive Mode, ZF 8 Speed Automatic Transmission. View specs of the Alfa Romeo Stelvio (2018)","Accessories Full Panoramic roof, 8.8"" touch screen display with 3D navigation, Apple CarPlay, Android Auto, wireless charging, HK sound system, 20"" alfa dial rims","Description 1 Owner, Full Records & Maintenance With EA Agent, Warranty and Servicing To 100K Till Oct 2026, Beautiful Metallic Black With Red Leather Interior Classic Combination, Facelifted 2021 Veloce Unit With Touch Screen and Apple CarPlay, Do Drop By The Showroom To View This Stunning Alfa Romeo Stelvio, Another Pristine Preowned Vehicle From Orchard Credit.",1.4768478348111365,2.0,1,0,0,0,0,0,0,1,0,0,0,0
6,Alpine A110 1.8A,196800.0,26220.0,48000.0,976.0,79229.0,48010.0,1086.0,185.0,Features 1.8L 4 cylinders inline turbocharger engine with RWD 7 speed DCT transmission producing 248bhp and max torque 320nm. 0-100kph 4.5s. Top speed 250kph. View specs of the Alpine A110 (2019),"Accessories Multi function leather steering wheel with shifters, keyless entry, LED headlamps, reverse camera with parking sensors, focal premium speakers.","Description 1 owner limited edition Singapore series 1 of 11. Full agent serviced with warranty. Guaranteed accident free all round. Original paint. Aluminum lightweight chassis weighting only 1098kg with perfect mid engine configuration. Bucket seats with leather/Alcantara, engine calibration with driving mode selector (normal/sport/track). Flexible financing. High loan/trade in/scrap welcome.",3.756299889605657,4.0,1,0,0,0,0,0,0,0,1,0,0,0
7,Alpine A110 1.8A Atelier Pure,268800.0,25780.0,2600.0,976.0,127939.0,79601.0,1099.0,185.0,"Features Original Alpine Atelier ""Vert Normand"" 08/110 in the world, only one in Singapore. Be seen in something unique with Alpine F1 team heritage! View specs of the Alpine A110 (2019)","Accessories The A110 Pure is the perfect sports car for local roads.1100kg equates to lithe, agile handling, turbocharge power for hectic cut and thrust traffic.","Description Not impacted by the price increase from ARF changes in budget 2023. A unique mid-engined sport car, offering low depreciation, road tax and running costs - yet stunning on the roads, and much more exclusive than its competitors. Former multiple super car owner that hardly uses his cars; rare to find such a low mileage example. 5 years factory warranty with Alpine center Singapore.",1.0494505745371638,2.0,1,0,0,0,0,0,0,0,1,0,0,0
8,Aston Martin DBX 4.0A,698000.0,69480.0,4500.0,3922.0,260734.0,45001.0,2245.0,405.0,"Features 4L V8 twin turbo 543bhp 700nm, 0-100km in 4.5s, top speed at 291km/h, 9speed automatic gearbox, adaptive dampers & triple chamber air springs, AWD.","Accessories Am designer key, 360 parking camera, navigation, lane assist, blind spot information, adaptive cruise control, Ventilated Seats.",Description Timeless Certified Pre-owned Aston Martin DBX in immaculate condition. Magnetic Silver on Chancellor red interior. The DBX delivers on both style and performance. Call to make an appointment to view.,2.12342317727689,3.0,1,0,0,0,0,0,0,0,1,0,0,0
9,Aston Martin Rapide S 6.0A,500800.0,68860.0,58000.0,6976.0,253836.0,44000.0,1990.0,412.0,Features British Engineered Power Plant 6.0L V12 Producing 552bhp And Max Torque Of 620nm. 0-100km/h In 4.9secs And Top Speed Of 306km/h. View specs of the Aston Martin Rapide S (2013-2018),"Accessories Full Purple Interior Leather With Electronic Memory Seats. Bluetooth, Bang And Olufsen Audio. Parking Camera/sensors. Multi Function Steering Wheel.","Description Monthly $3600. Agent Unit. Rapide S 4 Door Luxury GT With V12 Engine, Using The Finest Leathers, Each Cabin Was Crafted By Hand. One Of The Fastest Production In The Aston Martin Range, This Stunning Coupe Has A Near Perfection Weight Distribution. Definitely A Sexy Car You Should Not Miss! Call Now For An Exclusive Viewing Appointment.",5.15356016357826,8.0,1,0,0,0,0,0,0,0,1,0,0,0
10,Aston Martin V8 Vantage Coupe 4.7M ,204000.0,27970.0,80000.0,6630.0,24472.0,33568.0,1630.0,313.0,Features 4.7L V8 engine 420Hp Rear wheel drive View specs of the Aston Martin V8,Accessories The only rare manual Aston martin vantage,"Description Full loan available, Trade in are welcome",12.7152039991947,13.0,0,1,1,0,0,0,0,0,1,0,0,0
11,Aston Martin V8 Vantage Roadster 4.7A ,195800.0,24100.0,62000.0,6120.0,40372.0,49716.0,1710.0,313.0,"Features 4.7L V8 engine 420bhp and 470nm of torque, rear-wheel drive View specs of the Aston Martin V8","Accessories Aston Martin 19' sports rims, Red color Leather seats, upgraded infotainment android system","Description Improved driving over the older 4.3l model, gorgeous head-turning looks, sporty and affordable! The top comes down in only 23s! $0 driveaway available!",11.893286190975521,15.0,1,0,1,0,0,0,0,0,1,0,0,0
12,Aston Martin Vanquish 6.0A,670000.0,105830.0,15000.0,6976.0,301034.0,48001.0,1739.0,423.0,Features Superb sounding 5.9 V12 engine. Producing 565bhp. 0 to 60 in 4.1 seconds with a top speed of 295km/h. View specs of the Aston Martin Vanquish,Accessories Lightning silver with light tan leather seat upholstery with white contrast stitching.,Description Agent unit. Extended warranty till Sep 2023. Car has been meticulously maintained. One of the best sounding V12S out there in the market. Not many left in Singapore. This is your chance to own one of Aston Martin's beautifully designed supercars. VIEWING BY APPOINTMENT ONLY.,5.567258793715246,7.0,1,0,0,0,0,0,0,0,1,0,0,0
13,Audi A1 1.4A TFSI S-tronic ,84800.0,10620.0,88000.0,744.0,33768.0,42283.0,1125.0,90.0,"Features fuel efficient 1.4L TFSI engine producing 120bhp mated to 7 speed auto S-tronic gearbox, auto headlights. View specs of the Audi A1 (2011-2013)",Accessories Twincharged 185bhp A1 finished in Misano red. Original factory conditions. xenon headlights,Description Low Mileage and Highly sought after. Luxurious and comfortable on the inside. Sporty and sleek on the outside. Interior in pristine condition. STA/workshop evaluation welcome. Full loan and low interest rate available.,12.030272492345384,12.0,1,0,0,1,0,0,0,0,0,0,0,0
14,Audi A1 Sportback 1.0A TFSI S-tronic,77800.0,17250.0,43000.0,392.0,22211.0,42900.0,1165.0,70.0,Features 1L turbo charged TSFI engine. 7 speed S-tronic. All round curtain airbags. Keyless with push start. Eco start stop. Traction control. View specs of the Audi A1 Sportback (2012-2017),Accessories LED DRL. Original factory unit with added on rear camera. Climatic aircon. Cruise control. Multi function steering wheel.,Description Well maintained by previous owner! Very good condition! Low mileage! 100% accident free! High trade in welcome! No repair needed! 100% loan available! 100% loan approval! Call me now to view the car before it's sold!,5.64397112248237,7.0,1,0,0,1,0,0,0,0,0,0,0,0
15,Audi A1 Sportback 1.0A TFSI S-tronic S-Line,134800.0,15900.0,43000.0,392.0,50559.0,45600.0,1200.0,85.0,"Features Powerful, responsive and fuel efficient, 1.0L turbocharged engine, smooth 7 speed S-tronic transmission, traction control, ABS, SRS airbags. View specs of the Audi A1 Sportback (2019-2022)Features 1.0L 3-cylinder turbocharged 7-speed(A) dual-clutch, 113bhp/200nm, 0-100km/h in 9.4s, F/C 18.5km/l. FWD, keyless entry/start/stop, ABS, airbags. View specs of the Audi A1 Sportback (2019-2022)Features Carro certified. 12 months engine and gearbox warranty, no major accidents, no mileage tampering and 5-day money back guarantee. View specs of the Audi A1 (2011-2013)","Accessories LED headlights, S-line exterior, Audi virtual cockpit, 2-zone climate control, reverse camera, Audi drive select, keyless entry & start/stop.Accessories S-line package, virtual cockpit, ambient lighting, MMI with wireless Carplay, LED headlights, Multi-function steering wheel, reverse cam with sensors.Accessories All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition of the vehicle. Enquire to find out more!","Description 5 years warranty by premium automobile till 2026. Road Tax Renewed Till Oct. Lowest depreciation in the market. Free Coating & Polishing! Beautiful LED ambient lighting in the car. Low fuel consumption, High Loan and trade in available.Description 2 owner internal transfer, showroom conditions and no exterior dents! Agent warranty until 2025. Mythos Black exterior with black leather interior. Welcome trade-in/consignment, 100% loan available with 1-day approval. Make an appointment for viewing and test drive.Description Superminis are the perfect car for urban roads. Small, nimble and fuel efficient, the Audi A1 promises exciting drives with surprising practicality all bundled into one nifty little package. Drop by Carro to view the largest fleet in Singapore with 100% transparency on our vehicle condition, financing options, service add-ons and many more.",2.3426012594686707,4.0,1,0,0,1,0,0,0,0,0,0,0,0
16,Audi A3 Cabriolet 1.4A TFSI S-tronic Attraction,93000.0,23570.0,68000.0,624.0,40147.0,54301.0,1440.0,92.0,"Features Reverse Camera, 18 Sports Rims, Bluetooth, Multi-function Steering Wheel, Soft-top Which Can Be Operated With A Single Button At Speed Of Up To 60km. View specs of the Audi A3 Cabriolet (2014-2020)","Accessories In Car Camera, Wind Deflector, Quad Exhaust System With Certificate.","Description Responsive And Engaging Yet Achieving Good Fuel Efficiency. Stock 1.4L Engine. Beautifully Maintained, Genuine Low Mileage. Hardly Driven And Keep Under Shelter. Spacious Boot Despite It's Size. Equipped With LTA Approved Quad-exhaust System Producing Nice And Bassy Notes. Soft-top Cabriolet Giving You The Option To Enjoy Some Wind In Your Hair Moments. Decent Rear Row Seats. Car Serviced Recent",6.805614958098808,7.0,1,0,0,0,0,0,0,0,1,0,0,0
17,Audi A3 Sedan 1.0A TFSI S-tronic,85800.0,15660.0,58000.0,392.0,32514.0,40714.0,1280.0,85.0,"Features 1.0l engine, 3 cylinders turbocharged engine with 113bhp, 200nm torque, 7 speed s-tronic gearbox, 0-100km/h in 9.9 seconds, excellent fc 21km/l. View specs of the Audi S3 Sportback (2009-2013)Features 1.0L TFSI engine, 113bhp/200nm, 7 speed S-tronic gearbox, 6 airbags, dual climate aircon, front wheel drive, cruise control, rear a/c. View specs of the Audi A3 Sedan (2014-2021)Features Powerful yet fuel efficient 1.0L inline 4 cylinders turbocharged engine producing 113bhp and delivering 200nm of torque through a fast 7 speed DCT. View specs of the Audi A3 Sedan (2014-2021)Features 1.0L 3 cylinders inline TFSI turbocharged engine, 7 speed auto S-tronic, producing 113bhp. 200Nm Torque. Cruise control, ABS. Keyless entry/start/stop View specs of the Audi A3 Sedan (2014-2021)Features 1.0L 3 cylinders turbocharged engine with 113bhp, 200nm torque, 7 speed s-tronic gearbox, 0-100km/h in 9.9 seconds. View specs of the Audi A3 Sedan (2014-2021)Features 1.0l Inline 3 Cylinder Turbocharged Engine, 7 Speed Auto S-Tronic, Audi Drive Select, ABS, ESP, 6x SRS Airbags, Paddle Shifters, Cruise Control View specs of the Audi A3 Sedan (2014-2021)Features View specs of the Audi A3 Sedan (2014-2021)Features Smooth 1.0L TFSI engine, 113bhp/200nm, 7 speed S-tronic gearbox, 6 airbags, dual climate aircon, front wheel drive, cruise control, rear aircon. View specs of the Audi S3 Sportback (2009-2013)Features 1.0L TFSI engine, 113bhp, 7 speed S-tronic gearbox, dual climate aircon, front wheel drive, cruise control, keyless entry/ start, LED DRL. View specs of the Audi A3 Sedan (2014-2021)","Accessories Original condition with keyless entry/start, Bluetooth, LED/auto headlights, knockdown rear seats, reverse cameras, retractable side mirrors, etcAccessories Audi MMI w Bluetooth and navigation, Audi drive select, knockdown rear seat, original electric leather seats, keyless entry/start/stop.Accessories 18"" sport rims with new tires, electric driver seat, reverse cam, rear aircon, front and rear car recording camera, factory fitted Audi media system.Accessories Original Audi sport wheel w new tyres, Audi mmi with Bluetooth/telephony, cruise control, reverse sensors. Audi original front/back camera!Accessories Leather upholstery, keyless ignition, Bluetooth, LED/auto headlights, knockdown rear seats, reverse cameras, infotainment system.Accessories Electric Seat, Full Digital Speedometer, Keyless Access, Bluetooth, LED Headlights, Reverse Cam, Rear AC. Knockdown rear seat, retractable side mirrorAccessories 18"" Breyton BE Force 2 rims, New battery changed at Premium Auto, Bidded number $3k to go with car,Accessories Audi MMI w Bluetooth and navigation, Audi drive select, paddle shifter, knockdown rear seat, original electric leather seats, keyless entry/start/stopAccessories Factory fitted audio system, Bluetooth, driver's electric seats, multi function steering, reverse sensors, Audi MMI, Audi drive select, rear aircon.","Description Low mileage, fuel sipping sedan. Drive away with minimal downpayment with our flexible financing scheme. Inclusive of warranty with premium auto. Single owner, car regularly parked in sheltered carpark. Car in excellent condition. Consignment unit, call us to arrange a viewing apointment now!Description Well maintained 1 owner unit! Full Agent PA servicing records & warranty! Pristine interior and exterior condition! Premium quality without a hefty price tag, flexible loan, bank/in-house loan available, 100% loan available, contact our friendly sales advisor for a non-obligation viewing or test drive, why choose us? We are Sgcarmart preferred warranty partner with more than 300 positive review!Description 1 owner and genuine low mileage Audi A3 from PA. Wrapped with high quality 3m satin dark grey, under wrap original rare factory burgundy brown colour. DRL headlights recently replaced by premium automobile. Sgcm warranty avalibale. Flexible loan options, ppi can be arranged. Co-broke welcome. Viewing available daily!Description 1 owner! Low mileage! Superb condition! Full Audi service and maintain! New 1 year road tax till 06/2023. Our price remains amid COE increase! Many original new parts/accessories! Extremely well cared! Elegance original red paintwork! Fast loan approval! Attractive interest rates! Trade in welcome! Call us now!Description 1 owner, extremely low mileage unit for sale. Fully serviced and maintained by Premium. Still under warranty. Accident free. Trade ins most welcome. High/Full loan options available. Contact us for a viewing.Description 1 Owner Unit! Fully serviced and maintained by agent since day one with servicing record. Extremely well maintained. No repairs needed, very neat and clean interior. High trade-in price, 100% loan available! Attractive low interest rates to cater all your financial needs! Kindly reach out to our friendly sales consultant for direct viewing.Description Low mileage, under utilised by owner as company car provided. Regularly service and maintained at agent. Interior feel like new still. Road tax just renewed in March. Accident free. Under consignment, please call for viewing appointment.Description 1 owner, full agent serviced. Beautifully maintained by previous owner, excellent exterior and interior condition! Flexible loan available! All trade in welcome! Call/SMS for enquiries, viewing and testing immediately! Act fast before it's sold! Check out reviews from our happy customers on our facebook page!Description Original paintwork since day 1. Maintained at Audi premium since day 1. Tip-top condition. Genuine low mileage clocked. Agent warranty till june 2023. No repairs needed. Upgraded sport rims. Immediate ownership transfer upon collection. Trade in is welcomed. Contact our friendly sales advisors now for viewing arrangement.",5.106984821112507,5.0,1,0,0,0,1,0,0,0,0,0,0,0
18,Audi A3 Sedan 1.4A TFSI Ambiente,47300.0,16350.0,120097.5,624.0,23184.0,53651.0,1310.0,92.0,"Features 1.4L Powerful TFSI engine, turbocharged to 123bhp with 200nm torque, 7 speed (A), S-tronic, ESC, ABS, 6 x SRS airbags, TRC/cruise CTL, paddle shifters View specs of the Audi S3 Sportback (2009-2013)Features 1.4L 4 cylinders inline 16 valve DOHC turbocharged engine, 7 speed S-tronic transmission, navigation, multi function steering control. View specs of t View specs of the Audi A3 Sedan (2014-2021)Features 1.4l inline 4 cylinders 16 valve DOHC turbocharged engine producing 120bhp, coupled with 7 speed s-tronic transmission with paddle shifters. View specs of the Audi S3 Sportback (2009-2013)Features Powerful and responsive 1.4 litres 4 cylinder DOHC turbocharged engine paired to a 7 speed auto transmission, Comes with traction control and ABS. View specs of the Audi A3 Sedan (2014-2021)Features Powerful 1.4L TFSI 4 cylinders turbocharged, 7 speed auto S-tronic, cruise control, dynamic suspension, electromechanical parking brake. View specs of the Audi A3 Sedan (2014-2021)Features 1.4L DOHC turbocharged engine, 7 speed S tronic transmission, paddle shifters. View specs of the Audi A3 Sedan (2014-2021)Features Powerful 1.4L TFSI Turbo, 7 Speed Auto S-tronics, Cruise Control, Dynamics Suspension, Electromechanical Parking Brake. View specs of the Audi A3 Sedan (2014-2021)Features 1.4l TFSI engine, turbocharged to 123bhp with 200nm torque, 7 speed auto, s-tronic, esc, ABS, 6 x airbags, paddle shifter, cruise control. View specs of the Audi A3 Sedan (2014-2021)","Accessories Drive select, Leather seat, Audi MMI, BT, auto headlights, knockdown rear seats, rev cam/sensor, dynamic rear signal, rear aircon.Accessories Leather seats, sports rims, factory fitted audio with Bluetooth, GPS, rear aircon, keyless entry/start.Accessories Audi mmi system. Navi system, multi function steering wheel, Audi drive select modes.Accessories Sports rims, multi function steering with paddle shifters, factory Audi display screen, rear air conditioning and Xenon headlights.Accessories Day Running Light, HID Headlights, Climatic AC< Audi MMI with Bluetooth< Multi function Steering and more.Accessories BBS rims, Big brake kit, RS3 bodykit with spoiler, BOV, open pod air intake, paddle shifter, auto retractable audi screen.Accessories LED HID Headlights, Climatic Aircon, Bluetooth, Multi Function Steering.Accessories Bluetooth, Audi mmi, auto headlight, knockdown rear seats, reverse sensor and etc.","Description Lowest price in Market. Orignal Condition. Flexible loan scheme available here with hassle free procedure! Low monthly repayment or lesser cash lay out can be discuss! Fast and easy loan approval! Guarantee car deliver within 3 working day and transfer ownership upon car collection! Hurry call now for availability and viewing appointment.Description Wrapped color matte metallic purple, Approved exhaust system! 100% in house loan scheme available here with hassle free procedure! lesser cash lay out easily can be arrange here. Trade in welcome. Flexible bank/in house financing available with fast and easy loan approval. Hurry, call us now for availability a""or viewing appointment!Description A compact executive sedan with spacious cabin and boot, with good fuel efficiency and sufficient power at your disposal. The A3 also has a simple design yet widely recognized. Comes with 1 year free road tax. Visit our showroom today! We offer bank loan and in house loan with competitive rates. Trade in welcomed! Please contact our sales executive for non obligation viewing now!Description $0 downpayment, full loan available. The A3 has a timeless sporty design yet speaks about style and elegance. Redefined interior with pop up Audi display screen and multi function steering wheel. Suitable for family use as well. Feel free to contact us for viewing, no obligations. Flexible loan and trade-ins are welcomed. Viewing is by appointment only.Description Consignment unit. Well maintained by owner. Serviced regularly. No repair needed. Cheap and good car, fuel efficient too. Trade in and loan package available. Call us now to find out more.Description Excellent condition, best looking one in the market. High loan available! Sta/vicom inspection welcomed. Trade ins are welcomed. Cheap roadtax and insurance. Contact our sales agent now to schedule for a test drive!Description 6 Months Warranty On Gear Box/engine. No Wear And Tear. New Suspension, Quiet Undercarriage. Low Down On Bank Loan, In-house Loan Available Too. No Dealer/agent.Description Super well taken care by pervious owner with tiptop conditions view to believe. Promotional bank rates and flexible loan options. We welcome trade in and scrap car. Do call now to arrange an viewing before it gone!",7.48369714987963,8.0,1,0,0,0,1,0,0,0,0,0,0,0
19,Audi A3 Sedan 1.4A TFSI Attraction,63800.0,15690.0,104750.0,624.0,29069.0,50991.0,1310.0,92.0,"Features 1.4L Powerful TFSI engine, turbocharged to 123bhp with 200nm torque, 7 speed (A), S-tronic, ESC, ABS, 6 x SRS airbags, TRC/cruise CTL, paddle shifters View specs of the Audi S3 Sportback (2009-2013)","Accessories Drive select, driver electric leather seat, Audi MMI, BT, auto headlights, knockdown rear seats, rev cam/sensor, dynamic rear signal, rear aircon.","Description 1 owner, 1 year warranty by Sgcarmart premium dealer with official warranty certificate, high loan available, free servicing, free grooming, accident free, STA or Vicom evaluation inspection are welcome, bank and in house loan available at competitive interest rate. Warranty not by third party workshop, kindly call for viewing appointment. We are Sgcarmart premium dealer since 2018 to 2023.",6.4878067389207255,7.0,1,0,0,0,1,0,0,0,0,0,0,0
20,Audi A3 Sedan 1.4A TFSI S-tronic Ambition,31500.0,18220.0,158000.0,624.0,18575.0,65689.0,1310.0,90.0,"Features 1.4L inline 4 cylinders 16 valve DOHC turbocharged engine producing 120bhp, coupled with 7 speed S-Tronic transmission with paddle shifters. View specs of the Audi A3 Sedan (2014-2021)","Accessories Audi MMI System. Navi System, Multi Function Steering Wheel, Keyless Engine Start, Audi Drive Select Modes, DRL, Original Audi A6 18'' Rims","Description Above selling price is the actual selling price. Viewing is available anytime. One and only Ambition model in the whole market. Ambition models comes with keyless entry and push start, audi drive select modes, auto brake hold and many more. hence the high ARF at $19,572. upgraded original audi a6 18'' rims about $1k plus, high body value at $5k. technically selling at $26k so depre is at only $13k",8.819313588235794,9.0,1,0,0,0,1,0,0,0,0,0,0,0
21,Audi A3 Sedan 1.4A TFSI S-tronic Attraction,57800.0,15770.0,100800.0,624.0,25503.0,46009.0,1310.0,92.0,"Features Powerful 1.4L TFSI 4 cylinders turbocharged producing 123bhp cruise control, 7 speed auto S-tronic, electro mechanical parking brake View specs of the Audi A3 Sportback (2013-2020)","Accessories Audi MMI, Bluetooth, reverse sensors, dual zone auto climate control, auto xenon headlamps, LED DRL, factory fitted audio, AUX, Tiptronic.","Description The only one owner unit for 2016, agent unit. Genuine mileage. Trade in welcome. Low bank interest rate available, contact us for more info!",6.887806738920726,7.0,1,0,0,0,1,0,0,0,0,0,0,0
