car_id,model,price,depreciation,mileage,road_tax,deregistration_value,coe,curb_weight,power,features,accessories,descriptions,age_of_car,years_since_launch,transmission_Auto,transmission_Manual,number_of_owner_More than 6,types_Hatchback,types_Luxury Sedan,types_MPV,types_Mid-Sized Sedan,types_SUV,types_Sports Car,types_Stationwagon,types_Truck,types_Van
107,BMW 1 Series 116i Luxury,134300.0,13910.0,12863.0,684.0,64861.5,44245.0,1340.0,80.0,"Features 1.5l subcompact executive hatchback, 7 speed DCT, 107bhp/190nm, keyless entry and start/stop, auto LED headlight, rain sensor, BMW safety features. View specs of the BMW 1 Series Hatchback (2019)Features BMW powerful 1.5l TwinPower turbocharged engine at 107bh/190nm of torque. 7 speed DCT (a), eco pro/comfort/sport driving mode, ABS. Comfort access. View specs of the BMW 1 Series Hatchback (2019)","Accessories Original17"" sport rims, iDrive 7.0 with 10.25"" display, reverse camera with park assist, front/rear recording camera, Apple CarPlay/andriod auto.Accessories Leather interior, driving/parking assistance, comfort access, wireless charging. Apple/android. Reverse camera w/ parking pilot. Digital cockpit.","Description Well maintained by 1 owner, fully serviced by agent with 5 years warranty and service package till August 2026, power tailgate, 100% accident free, Nano polishing just done, bank loan interest rate from 2.78%, this is not a consignment car. Please kindly WhatsApp or call to fix an viewing appointment.Description 3 years warranty package with PML/Eurokars. Low interest rate with high trade in value. Arrange to view this beauty now!",1.6987656430303146,2.5,1,0,0,1,0,0,0,0,0,0,0,0
108,BMW 1 Series 116i M-Sport,94800.0,17645.0,76090.5,713.0,61542.0,73895.5,1325.0,90.0,"Features BMW Powerful 1.5l TwinPower Turbocharged Engine At 107bh/190nm Of Torque. 7 Speed DCT (A), Eco Pro/Comfort/Sport Driving Mode, ABS. Comfort Access. Vi View specs of the BMW 1 Series Hatchback (2019)Features Powerful 1.6l twin turbo charged engine, 8 speed auto transmission, keyless entry, puat start/stop, iDrive, ABS, hid lights, fog lamps. View specs of the BMW 1 Series Hatchback (2011-2015)","Accessories Leather Interior, Driving/Parking Assistance, Comfort Access, Wireless Charging. Apple/android. Reverse Camera W/ Parking Pilot. Digital Cockpit.Accessories Electric memory seat, sport rims. Bluetooth, multi function steering. Retractable side mirrors with signal indicators. Front and rear sensors.","Description 1 Owner, High Spec Luxury Model! PML 3Years Warranty + 3 Years Free Servicing! Best Pricing In Town, Low Interest Rate, New Road Tax Till Sep-2023, High Trade-in Value! Call Us For Viewing Now!Description Original M body kit included. No expense spared by this car lover who ensure the car is kept at its best and for the next owner to enjoy till the end. STA/ Workshop inspection welcomed. $0 downpayment / 100% In-House/ bank loan welcomed with guaranteed loan approval at the lowest interest. Trade in welcome. Call us to view and test drive this beauty at our showroom.",4.6645190676878485,5.0,1,0,0,1,0,0,0,0,0,0,0,0
109,BMW 1 Series 118i 5DR ,88344.0,12900.0,129450.0,1351.0,29479.0,40022.0,1307.5,112.5,Features 1.6L inline 4 turbo charged engine. Rear wheel drive. 8 speed automatic. Keyless entry with push start. Traction control. All round curtain airbags. View specs of the BMW 1 Series Hatchback (2011-2015)Features Only 1 In The Market. View specs of the BMW 1 Series Hatchback (2008-2011),Accessories LED HID headlights. Twin electric seats. Bluetooth connect. Drive mode selection. Park assist. Climatic ac. Fold flat rear seat. ISOFIX ready.Accessories BBS Staggered Rims. BCBR Coilover. Leather Seats. Reverse Sensor. Recording Camera. DTE Pedalbox Throttle Controller. Stage 2 Tuning.,Description Pristine condition BMW 1 series. Car inspected by workshop with needed wear tear all done up. Guaranteed Leak free dry engine. Perfect undercarriage condition with zero knocks. Compression test done with perfect score. Sporty drive with flawless interior. View to believe.workshop checks welcome. 1 year warranty and servicing package provided. Flexible financing. High loan/trade in/scrap welcome.Description All Wear And Tear Done Up With Receipts. Truly A Very Nice Car. Very Well Maintain Unit. Accident Free. Workshop Check Or STA Evaluation Can Be Arrange. Bank Loan Or Full Loan Available Starting From 3.18%%. Trade In/Consignment Available Too. Viewing Base On Appointment Basis Only. Contact Our Friendly Salesman To Arrange For A Viewing.,12.893286190975521,13.5,1,0,1,1,0,0,0,0,0,0,0,0
110,BMW 1 Series 120i Cabriolet ,60000.0,10830.0,123300.0,1812.0,17891.0,32279.0,1460.0,115.0,"Features Powered By 2.0L Inline 4 Engine Producing 154Bhp, 210Nm Torque Mated To 6 Speed Auto Transmission, RWD, SRS Airbags. View specs of the BMW 120i",Accessories Auto Bi-Xenon Lights. Auto Rain Sensing Wipers. Electric Memory Seats. Electric Lumbar Support/Adjustment Seats. Remote Boot Release. Parking Sensors.,"Description High loan available with lowest interest rates. Trade in welcome. WhatsApp us to make an appointment! Consignment unit, viewing strictly by appointment only. No walk-ins.",14.47410810878374,15.0,1,0,0,0,0,0,0,0,1,0,0,0
111,BMW 2 Series 216d Active Tourer,87300.0,16005.0,89900.0,1082.0,37192.0,40755.0,1395.0,85.0,"Features BMW TwinPower Turbo 3 Cylinder Engine With 116bhp, 270nm Of Torque. 0-100km/h In 10.6s, Front Wheel Drive, 6 Speed Transmission, 16"" Sport Rims. View specs of the BMW 2 Series Active Tourer Diesel (2015-2018)Features 1.5L TwinPower Turbocharged Engine, 6 Speed Auto Transmission, Keyless Entry/Start, Cruise Control, Multi Function Steering. View specs of the BMW 2 Series Active Tourer Diesel (2015-2018)Features 1.5L 3 cylinders inline 12 valve TwinPower turbocharged engine producing 113bhp, 6 speed auto transmission, cruise/traction control, keyless ignition. View specs of the BMW 2 Series Active Tourer Diesel (2015-2018)Features 1.5L TwinPower turbocharged diesel engine with 113bhp, 270nm of torque. Collision and lane departure alert, 6 speed transmission, keyless entry/start. View specs of the BMW 2 Series Active Tourer Diesel (2015-2018)","Accessories IDrive, Connected Drive, Bluetooth, Park And Driving Assistant, Electric Front Seats, Contactless Boot Release, Reverse Camera, Auto Tailgate.Accessories Sports Rims, Dual Electric Memory Seats, I-Drive, Bluetooth, Reverse Camera And Sensors, Auto Tailgate.Accessories Android player with navi/ bluetooth, reverse camera, 19"" M-Sport rims, contactless boot release tailgate, memory seats, sport/eco modes.Accessories iDrive, connected drive, Bluetooth, park and driving assistant, electric front seats, contactless boot release, reverse camera, adjustable rear seats.","Description Extremely Fuel Saving! 100% Accident Free! Trade In Are Most Welcome! Flexible Loan Up To 100%! Bank/in House Loan Available To Tailor Your Financial Needs! Contact Our Friendly Sales Advisor For More Details/advise! Contact Us Now For A Non Obligations Viewing!Description Fully service by Performance Motors with 5 years agent warranty. Fuel saving and high torque car. Immediate transfer of ownership upon collection. Immaculate condition, no repair needed, reliable unit, original stock condition clean and neat interior bank loan/flexible in house loan available, trade in welcome. Don't miss this great deal, call us now.Description Perfect for the executive family man, classy, spacious yet economical to run, enjoy the fuel efficiency of a diesel engine, up to 1000km per full tank! Grey exterior accompanied with a black interior. Don't miss the opportunity to get a hold of this unit. Trade-in's most welcomed, flexible financing options available. Contact us now to find out more. Viewings by appointment basis onlyDescription 100% and high loan available! Rental scheme and PHV minimum 1 year contract are welcome. Hassle free paperwork with a peace of mind! Hurry call now and arrange for a friendly discussion.",5.308354684126205,5.5,1,0,0,1,0,0,0,0,0,0,0,0
112,BMW 2 Series 216d Active Tourer Luxury,68800.0,17090.0,98000.0,1082.0,31192.0,51506.0,1395.0,85.0,"Features 1.5l 3 cylinders inline 12 valve TwinPower turbocharged engine producing 113bhp, 6 speed auto transmission, cruise/traction control, keyless ignition. View specs of the BMW 2 Series Active Tourer Diesel (2015-2018)","Accessories Upgrade andriod audio system with Bluetooth/navi, BMW in-car camera, reverse camera, sports rims, contactless boot release tailgate, memory seats.",Description Pristine condition! Full serviced & all wear & tear parts done up at platinum motoring in house workshop! 100% loan available from 2.28% P.A! 1 to 1 exchange without cash top-up! Hurry and call our friendly sales adviser for more information before it's sold! Best price guaranteed!,6.597395780016616,7.0,1,0,0,1,0,0,0,0,0,0,0,0
113,BMW 2 Series 216d Gran Tourer,67738.0,17480.0,112986.0,1082.0,32225.0,53098.5,1480.0,85.0,"Features Bmw 1.5l TwinPower Turbocharged Engine, 6 Speed Auto Transmission, 113bhp View specs of the BMW 2 Series Gran Tourer Diesel (2015-2017)Features 1.5L 3 cylinders inline 12 valve TwinPower turbocharged engine. SRS airbags. Traction control. Park distance control (PDC) front and rear. View specs of the BMW 2 Series Gran Tourer Diesel (2015-2017)Features Reliable and responsive 1.5L diesel TwinPower turbocharged engine, smooth 6 speed auto transmission, DRL, fog lights, auto tailgate. View specs of the BMW 2 Series Gran Tourer DieselFeatures 1.5l 3 cylinders inline 12 valve TwinPower turbocharged engine. SRS airbags. Traction control. Park distance control (pdc) front and rear. View specs of the BMW 2 Series Gran Tourer Diesel (2015-2017)Features 1.5l 3 cylinder turbocharged engine, 6 speed auto, producing 113bhp and 270nm torque, multi function steering. View specs of the BMW 2 Series Gran Tourer Diesel (2015-2017)Features Carro Certified. 12 months engine and gearbox warranty, no major accidents, no mileage tampering and 5-day money back guarantee. View specs of the BMW 2 Series Gran Tourer Diesel","Accessories Dual Electric Seats, LDA, Collision Alert, PDC, Auto Tailgate, Rear Aircon, Keyless Entry/start/stop, Auto Rain Sensor, BT/Navi, Fog Light.Accessories Multi function steering, keyless entry and engine start, auto tailgate, all round parking assist, BMW iDrive, electric handbrake, collision assist.Accessories Reverse camera, Bluetooth, Electric front seats, Automatic tail gate open/close, 7 Seater, Keyless.Accessories Multi function steering, keyless entry and engine start, auto tailgate, all round parking assist, BMW iDrive, electric handbrake, collision assist.Accessories Factory fitted audio system, Bluetooth, navigation, electric memory seat, auto headlamp/tailgate, reverse sensors/camera, keyless entry/start/stop.Accessories All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition the vehicle. Enquire to find out more!","Description Only One Owner Owned! Performance Motors Unit. Agent BMW Maintenance Recorded! Beautiful White Exterior With Black Interior. Most Popular BMW 7 Seater MPV. Spacious Cabin Seats With Large Boot Space For Your Daily Needs. Superb Low Diesel Consumption. Low Down Payment. Flexible Loan And Instalment Available. Come View And We Discuss Further, Thanks.Description Very well taken care by previous owner, excellent exterior and interior condition! Flexible loan available! All trade in welcome! Call/SMS for enquiries, viewing and testing immediately! Act fast before it is sold!Description Premium and luxury look white colour BMW 216d Gran Tourer 7 seaters version, comfortable drive, excellent condition, no repairs needed, bank and in house loan available, $0 downpayment available, low-interest rate, high trade-in available, full loan available, feel free to contact us to know more about the vehicle and loan packages, WhatsApp & call us now for viewing.Description 1 owner! Very well maintained, excellent condition! Workshop inspection, trade-in, all welcomed! High/flexible/bank loan with competitive interest rates tailored to suit your needs! View to believe, pity to miss! Please contact salesperson now to find out more details. Not to be missed!Description 7-seat diesel model. Always parked under shade. Very good condition. New tires and battery. Single owner (owner count of 2 was due to sale from wife to husband).Description The BMW 216d Gran Tourer is a versatile and spacious seven-seater MPV that offers impressive performance, handling, and features.The car is powered by a fuel-efficient diesel engine that delivers both power and economy, making it perfect for long journeys or family trips. With ample legroom and cargo space, the Gran Tourer provides exceptional comfort and practicality.",6.837121807413876,7.0,1,0,0,0,0,1,0,0,0,0,0,0
114,BMW 2 Series 216d Gran Tourer Luxury,76800.0,17010.0,89551.0,1082.0,35509.0,53001.0,1480.0,85.0,"Features 1.5L 3 cylinder turbocharged engine, 6 speed auto, producing 113bhp and 270nm torque, paddle shifter, multi function steering. View specs of the BMW 2 Series Gran Tourer DieselFeatures Diesel 1.5l, 3 cylinders, inline 12 valve, TwinPower turbocharged engine, 6 speed (a) Steptronic, park distance control (pdc) front and rear. View specs of the BMW 2 Series Gran Tourer Diesel (2015-2017)Features Reliable and responsive 1.5L diesel TwinPower turbocharged engine, smooth 6 speed auto transmission, DRL, fog lights, auto tailgate. View specs of the BMW 2 Series Gran Tourer DieselFeatures Diesel BMW TwinPower turbo 3 cylinder engine with 113bhp, 270nm of torque. 0 to 100km/h in 13s, front wheel drive, 6 speed transmission. View specs of the BMW 2 Series Gran Tourer DieselFeatures 1.5L 3 Cylinders Inline 12 Valve TwinPower Turbocharged Engine Producing 113bhp, 6 Speed Auto Transmission, Cruise/traction Control, Keyless Ignition View specs of the BMW 2 Series Gran Tourer Diesel (2015-2017)","Accessories Factory fitted audio system, Bluetooth, Navigation, Electric memory seat, Auto headlamp/tailgate, Reverse sensors/camera, Keyless Entry/start/stop.Accessories 17"" alloy rims, keyless entry, multi zone aircon, navigation, electric seats and boot release, reverse camera. Front & back recorder.Accessories Reverse camera, Bluetooth, electric front seats, automatic tail gate open/close, 7 seater, keyless.Accessories Lane departure warning, collision alert, navi, auto tailgate, wood trim interior, electric memory seats, reverse parking sensors, knockdown seats.Accessories Factory Fitted Audio System With Bluetooth/navi, Reverse Camera, Sports Rims, Contactless Boot Release Tailgate, Memory Seats, Sport/eco Modes & More.","Description Latest arrival. BMW 7 seaters diesel model. 1 owner. PML unit, full agent maintained with services records. 100% accident free. Call us now to arrange for viewing!Description New arrival. Serviced and maintain by agent since day 1 road tax till Dec 2023. New paintwork. Come with 12 months warranty and 1 free servicing upon purchase. High loan available, accident free, STA or Vicom evaluation inspection are welcome,diesel duel economy. Multi purpose vehicle. 7 seater. No funny cranky sound, seeing is believing. Bank and in house loan available at competitive interest raDescription With fuel efficiency of 22.7km/litre, this BMW 7 seater is the perfect Fit for families. Fully agent serviced. Bank and high loan available. Trade ins are welcomed. Come contact us for a test drive now!Description Stock unit with upgraded Android Player. Spacious luxury model. Low consumption diesel 7 seater with high torque. Definitely more responsive. Highest trade in! Lowest interest rate guaranteed. All vehicles are pre checked by our in house workshop. Welcome all dealers & brokers too. Contact us now!Description Excellent Condition, No Repair Required, Sta Evaluation Welcome, High Trade In,Flexible 90% Loan Available With Attractive Interest Rate,Spacious Boot Space, Call For More Info Today! Price Are Inclusive Of GST.",6.233012218372781,7.0,1,0,0,0,0,1,0,0,0,0,0,0
115,BMW 2 Series 216i Active Tourer,130800.0,14340.0,29500.0,684.0,66026.5,48165.5,1380.0,80.0,"Features BMW TwinPower turbo 3 cylinders engine with 107bhp, 190nm of torque. 0-100km/h in 11.7s, latest 7 speed transmission, high fuel efficient at 16.6km/l. View specs of the BMW 2 Series Active Tourer (2014-2021)Features BMW TwinPower turbo straight 3 cylinder engine at 107bhp, 190nm of torque, high fuel efficient at 15.8km/l, 7 speed DCT gear, FWD, driving assistance. View specs of the BMW 2 Series Active Tourer (2014-2021)Features 1.5L TwinPower turbocharged petrol engine, 107bhp, 190nm, 7 speed DCT, keyless entry/start. LED auto headlights, power tailgate, all auto windows. View specs of the BMW 2 Series Active Tourer (2014-2021)Features BMW TwinPower Turbo Straight 3 Cylinder Engine At 107bhp, 190nm Of Torque, 0 To 100km/h In 11.3s, High Fuel Efficient At 15.8km/l, 7 Speed DCT Gear. View specs of the BMW 2 Series Active Tourer (2014-2021)","Accessories 17"" sport rims,premium leather seats, keyless start/stop,electric parking brakes,electric tailgate, LED headlights,in-car cam,steering wheel control.Accessories Electric/memory seats, connected iDrive, Bluetooth, keyless, contactless kick boot, PDC with reverse camera, lane assist, 17"" s/rims, f/r recorded.Accessories Multi function steering, connected drive, Bluetooth, driving assistance, pdc with reverse camera, dual electric seats with driver's memory.Accessories Connected iDrive, Bluetooth, Electric Memory Seats, Contactless Kick Boot, PDC With Reverse Camera, Lane Assist, 17"" Sports Rims, Front/back Camera.","Description Best priced in the market! Maintained by PML. Well kept and maintained by previous owner, fuel-efficient and spacious for family's usage! Hurry up! Arrange for a view and test drive it! Interest rate starting from 2.78% and trade-in welcome as well!Description 1 owner, PML 3 years warranty + 3 years free servicing! Best pricing in market! Pearl white with black interior, car in tip top and stock condition.Description 1 owner! PML 5 years warranty and 5 years free service! Rare sunset orange metallic paintwork with black interior. Low interest rates, high trade in value! Call us for viewing now!Description Low Mileage, 3 Years Warranty By Performance Motors, Park In Sheltered Carpark, Accident-free, Excellent Condition. Call Now For Viewing.",1.9124642731673007,2.5,1,0,0,1,0,0,0,0,0,0,0,0
116,BMW 2 Series 216i Gran Coupe Sport,158800.0,15690.0,4300.0,684.0,100121.0,87889.0,1375.0,80.0,"Features 1.5l Inline TwinPower Turbocharged 80kw (107bhp) 190nm, Eco Pro, Steptronic With Double Clutch 7 Speed, 6 Airbags, 18.2km/l Fc. View specs of the BMW 2 Series Gran CoupeFeatures BMW 216i GC Sport Inline TwinPower Turbocharged 80kw (107bhp) 190nm, Eco Pro, Steptronic With Double Clutch 7 Speed, 6 Airbags, Up To 18.2km/l Fc. View specs of the BMW 2 Series Gran CoupeFeatures Original Condition. View specs of the BMW 2 Series Gran CoupeFeatures BMW 216i GC Sport inline TwinPower turbocharged 80kw (107bhp) 190nm, eco pro, Steptronic with double clutch 7 speed, 6 airbags, up to 18.2km/l FC. View specs of the BMW 2 Series Gran CoupeFeatures BMW TwinPower Turbo 3 Cylinder Engine With 107bhp, 190nm Of Torque. 0-100km/h In 10.8s, Top Speed Of 200km/h, Latest 7 Speed Steptronic Transmission! View specs of the BMW 2 Series Gran CoupeFeatures BMW 2161 GC sport inline TwinPower turbocharged 80kw (107bhp) 190m, eco pro, Steptronic w/ double dutch (7 speed), 6 airbags, 18.2km/L. View specs of the BMW 2 Series Gran CoupeFeatures 1.5L BMW Twinturbo 107bhp With 7 Speed DCT. Full Airbag System, Excellent 18.2km/l. Blind Spot, Lane Departure, Keyless, Memory Seat. View specs of the BMW 2 Series Gran Coupe","Accessories BMW Live Cockpit Pro 10.25"" Hr Display, Navigation Func, Live Traffic Info, Drive/park Assist (PDC), Intelligent Pa, Apple CarPlay, Android Auto Etc.Accessories BMW Live Cockpit Pro 10.25"" Hr Display, Bluetooth/nav/BMW Safety, Drive/park Assist (PDC), Intelligent PA, Wireless Apple CarPlay, Android Auto, Etc.Accessories Factory Fitted Interior.Accessories BMW live cockpit pro 10.25"" Hr display, drive/park assist (PDC), intelligent Pa, Apple CarPlay, Android, blind spot monitor, 8 colour ambient light.Accessories Apple Car Play & Android Auto, Gps, Bluetooth, Contactless Boot Release, Driving Assistance, Paddle Shifters, Connected Drive, 17"" Sports Rims.Accessories 5 stars Credibility from Google review under I efficient auto, Flexible viewing time from Monday to Saturday, Sunday strictly view by Appointment onlyAccessories BMW Live Cockpit Pro 10.25"" Hr Display. PDC. Wireless CarPlay/Android Auto.","Description 3 Years PML Agent Warranty! Comes With BMW Digital Key! As Good As Brand New! Only 400km Mileage! Trade In Are Most Welcome! Flexible Loan Up To 100%! Bank/in House Loan Available To Tailor Your Financial Needs! Contact Our Friendly Sales Advisor For More Details/advise! Contact Us Now! Strictly By Appointment Only!Description Same price as 2021 gran Coupe. Why pay more? Safe buy. 1 owner. Most iconic white on black leather. Great savings from new. Agent unit comes with 3 years/200,000km BMW warranty! Stock condition. Value for money prestigious brand. Low road tax and fuel consumption. No consignment agent please. Thanks.Description (The Ideal Executive Choice!) Modern And Sleek Looking Gran Coupe With Great Handling, Space And Fuel Efficiency. Enjoy Ongoing 200,000KM Agent Warranty From (Performance Motors). Price Listed Are Final Inclusive Of GST. Various Auto Financing Options Available At Competitive Rates. STA Evaluation Friendly For Additional Peace Of Mind.Description No consignment agent please. PML unit with 3 years/200,000km BMW warranty! In-car camera. 17"" double spoke sports wheels, sports leather steering wheel. Lates t BMW technology, BMW ensures sheer driving pleasure! Trade in welcome.Description 1 Owner, Low Mileage, Like New Condition, Under PML Agent 5 Years Warranty And 5 Years Servicing Free Package! Excellent Condition, Accident Free! Flexible Loan Package, 100% Loan Available! Trade In Welcome, Call Us Now To View Before It's Gone.Description One Professional Extra careful Owner! Full serviced by PML. 3yrs /200,000km engine/gearbox warranty. $700 Worth - 3X Free Servicing Package bought last week by PML. Interior/exterior are Pristine, Rear seat was not use at all in new condition! New road tax. Register your interest now, Strictly view by Appointment!Description Car Is Equipped With Highest Grade Of Rikecool Platinum Solar Film. Comes With PML Warranty Till 18 August 2025 Or 200,000km. Lowest Mileage In The Market, Parked In Sheltered Carpark. No Consignment, But Dealers Welcome. Loan And Insurance Can Be Arranged.",0.6658889307015474,1.0,1,0,0,0,1,0,0,0,0,0,0,0
117,BMW 2 Series 216i Gran Tourer,102800.0,16090.0,70000.0,684.0,44149.0,36890.0,1480.0,75.0,"Features BMW's Award Winning Powerful yet economical 1.5L Turbocharged 3 Cylinder Engine with 107hp paired to a fast shifting 6 speed gearbox! View specs of the BMW 2 Series Gran TourerFeatures CARRO Certified Pre-Owned - No Mileage Tampering, Major Accident, Fire & Flood Damage. View specs of the BMW 2 Series Gran Tourer (2016-2021)Features BMW TwinPower turbo 3 cylinder engine with 116bhp, 270nm of torque. 0-100km/h in 10.9s, front wheel drive, 6 speed transmission, 17"" sport rims. View specs of the BMW 2 Series Gran TourerFeatures F46 inline 3 1.5L turbocharged engine producing 107bhp/190nm, power tailgate with contactless release, auto rain sensor, auto headlight/DRL. View specs of the BMW 2 Series Gran TourerFeatures 1.5L three cylinder 12 valve turbo charged engine. 7 speed auto transmission. 100bhp. View specs of the BMW 2 Series Gran TourerFeatures BMW Twin Power Turbo 3 Cylinder Petrol Engine With 102hp, 180nm Torque. 0 To 100km/h In 11.4s, High Fuel Efficient At 17.8km/l, CO2 EM: 123g/km. View specs of the BMW 2 Series Gran Tourer (2016-2021)Features BMW's award winning powerful yet economical 1.5l turbocharged 3 cylinder engine with 107hp paired to a fast shifting 6 speed gearbox. A drive of style View specs of the BMW 2 Series Gran TourerFeatures Fuel efficient BMW 1.5L TwinPower inline 3 turbocharged engine, 107bhp, 190nm torque. 7 speed auto transmission. Up to 950km range per tank! View specs of the BMW 2 Series Gran TourerFeatures Inline 1.5l turbocharged petrol engine producing 100bhp, torque 190nm coupled with 6 speeds automatic transmission, front wheel drive. View specs of the BMW 2 Series Gran TourerFeatures TwinPower Turbo 3 Cylinders Engine At 100bhp, 180nm Of Torque. 0 to 100km/h in 11.9s, High Fuel Efficient at 17.2km/L, 6 Speed Transmission. View specs of the BMW 2 Series Gran Tourer (2016-2021)Features BMW TwinPower turbo 3 cylinder engine with 116bhp, 270nm of torque. 0-100km/h in 10.9s, front wheel drive, 6 speed transmission, 17"" sport rims. View View specs of the BMW 2 Series Gran Tourer","Accessories 16"" rims, 2 tone leather upholstery black/grey, Bluetooth connectivity, keyless start/entry, auto lights, auto wipers, brake hold.Accessories All our vehicles have undergone a rigorous 160-point inspection, and comes with 12 Months Engine & Gearbox Warranty and 5-Day Money Back Guarantee.Accessories BMW original advanced car eyes, premium leather seats, keyless start/stop, electric parking brakes, electric tailgate, LED headlights, auto head lightAccessories Original sport rims, BMW iDrive with Bluetooth, reverse camera with park distance control, road sign information, lane keep assist. Collision warning.Accessories Factory fitted audio player. Reverse sensors with camera. Digital speedo meter. Drive mode selection. HID head lamps with DRL. Cabin ambient lights.Accessories BMW Original Advanced Car Eyes, Premium Leather Seats, Keyless Start/stop, Electric Parking Brakes, Electric Tailgate, LED Headlights, Auto Head LightAccessories 16"" rims, leather upholstery, Bluetooth connectivity, keyless start/entry, auto lights, auto wipers, ambient interior lightings, intelligent safety!Accessories 18"" sports wheels. Steering wheel controls, knockdown rear seats, leather seats, retractable side view mirror, keyless start/stop.Accessories BMW connected drive, multi function steering wheel, auto tailgate, electric front seats, park assist with factory Fit reverse camera, ambient lightingAccessories Reverse Camera, Bluetooth, Electric Front Seats, Contactless Boot Release Open/Close, Driving Assistance, Keyless Entry, Engine Push Start System.Accessories BMW original advanced car eyes, premium leather seats, keyless start/stop, electric parking brakes, electric tailgate, LED headlights, auto head light","Description Amazing condition Performance motors BMW 216i 7 seater with an efficient 1.5L turbocharged engine, great fuel consumption of 14-17kml, 100% accident free, transfer count due to transfer of number plate, fully maintained at PML, car in prestine condition with all wear and tear done up! Loans and high loans available!Description Join Our Carro Agent Program Today To Be Our Exclusive Broker! Get PAID to SELL THE LARGEST Inventory in Singapore! Contact us to find out more!Description 1 owner, full agent maintained! Just done water and oil leaks at agent, warranty till 2023, buy with a peace of mind, call now!Description Well maintained by 1 owner, fully serviced by PML with 5 years warranty and servicing till Apr 2024, Nano polishing just done, bank interest rate from 2.78%, this is not a consignment car please kindly WhatsApp or call to fix an viewing appointment.Description Performance Motors unit. One owner. Full agent maintained. Black metallic exterior with brown leather seats interior. Most popular BMW 7 seater MPV. Spacious cabin seats with large boot space for your daily needs. Attractive low interest rate of 2.78%. Please call our sales consultant for more enquiries and viewing appointment.Description Since Day 1 Serviced And Maintained At PML With Service History To Show! Super Deal! 1 Owner! Full Loan Available. Low Mileage Of 69,000km. Popular German 7 Seater MPV Equipped With A 1.5L Twin Power Turbo Engine. Both Powerful And Fuel Efficient. Seats Can Fold Flat For More Boot Space. Road Tax Till Feb 2023. White With Sensatec Black Upholstery. 100% Genuine Mileage! Call For Appointment!Description Superb pristine condition agent unit! BMW 216i 7 seater with efficient 1.5l turbocharged engine, fc at 14-17kml, 100% accident free, absolutely 1 owner only! An absolute best buy! Warranty/service till jul24 fully maintained by PML from day 1. Car in pristine condition with all wear and tear done up! Fully stock and only factory fitted parts. Bank/full loan available, come buy it before it's gone!Description A very handy and practical family car that sit up to 7. You can now travel to and from KL in a single tank with it's most impressive and economical fuel consumption! Full serviced and maintained by BIS - BMW authorised workshop! Immediate ownership transfer! Buy with a peace of mind! Trade in welcome! Flexible loan amount with attractive interest rates available! Call us now!Description BMW 7 seater GT in original factory paintwork, genuine low mileage! Definitely immaculate condition, like new unit! Original leather upholstery, clean interior, dashboard all like new! Full servicing maintenance done, wear & tear parts replaced! Flexible financing scheme available, full payment purchase welcome. WhatsApp or call our sales team to view and test drive this beautiful unit to believe!Description 1 Owner! Fully Maintained by PML! Very Fuel Economical! Full/High Loan Available! High Trade In! Hurry Don't Miss! Call/WhatsApp Our Friendly Salesperson For More Details!Description Full Agent Maintained! Under Agent Warranty Till 2023 Or 200000Km, Free Servicing By Agent! Very Well Kept From Day 1, Very Low Driveaway Available, Buy With A Peace Of Mind, Call Now Before Is Gone!",4.811094410153602,5.0,1,0,0,0,0,1,0,0,0,0,0,0
